             RMPT357      RMPT267      RMPT177      RMPT087      RMPM002      RMPM272      RMPM182      RMPM092      RMPB357      RMPB267      RMPB177      RMPB087      
'MP4P28R   ' 2.685e-09    3.545e-08    3.252e-09    -2.064e-09   1.742e-08    8.381e-08    4.357e-08    3.717e-09    1.036e-08    9.307e-08    1.788e-08    1.495e-09    
'MP4P28Z   ' -9.786e-09   -1.989e-08   -2.118e-08   -9.689e-09   -2.314e-08   -1.223e-07   -3.924e-08   -1.794e-08   -2.370e-08   -1.579e-07   -2.232e-08   -1.053e-08   
'MP4P29R   ' 5.369e-09    3.716e-08    9.394e-09    1.575e-09    2.319e-08    1.103e-07    5.288e-08    9.369e-09    1.701e-08    1.079e-07    2.233e-08    4.878e-09    
'MP4P29Z   ' -7.626e-09   -8.796e-09   -1.825e-08   -8.572e-09   -1.325e-08   -1.090e-07   -2.036e-08   -1.320e-08   -1.615e-08   -1.699e-07   -1.288e-08   -7.698e-09   
'MP4P30R   ' 6.278e-09    3.766e-08    1.262e-08    3.262e-09    2.390e-08    1.322e-07    5.544e-08    1.111e-08    1.900e-08    1.172e-07    2.229e-08    5.904e-09    
'MP4P30Z   ' -6.277e-09   -3.786e-09   -1.607e-08   -7.277e-09   -7.088e-09   -1.100e-07   -7.965e-09   -9.773e-09   -1.092e-08   -2.066e-07   -7.163e-09   -5.675e-09   
'MP4P31R   ' 6.913e-09    3.838e-08    1.571e-08    4.534e-09    2.289e-08    1.655e-07    5.510e-08    1.186e-08    1.967e-08    1.358e-07    2.082e-08    6.374e-09    
'MP4P31Z   ' -4.696e-09   3.685e-09    -1.264e-08   -5.671e-09   -1.512e-10   -1.021e-07   9.035e-09    -5.982e-09   -4.688e-09   -2.613e-07   -1.028e-09   -3.532e-09   
'MP4P32R   ' 6.653e-09    3.984e-08    1.642e-08    4.578e-09    2.111e-08    1.886e-07    5.422e-08    1.119e-08    1.882e-08    7.927e-08    1.850e-08    6.026e-09    
'MP4P32Z   ' -4.547e-09   3.783e-09    -1.179e-08   -4.926e-09   1.594e-09    -1.277e-07   1.583e-08    -4.794e-09   -2.565e-09   -3.715e-07   1.345e-11    -2.817e-09   
'MP4P33R   ' 6.487e-09    4.113e-08    1.700e-08    4.596e-09    1.958e-08    2.093e-07    5.277e-08    1.066e-08    1.799e-08    -4.263e-08   1.643e-08    5.762e-09    
'MP4P33Z   ' -4.400e-09   4.008e-09    -1.080e-08   -4.318e-09   2.944e-09    -1.552e-07   2.220e-08    -3.840e-09   -7.850e-10   -4.609e-07   4.963e-10    -2.248e-09   
'MP4P34R   ' 6.282e-09    4.643e-08    1.851e-08    4.572e-09    1.622e-08    2.690e-07    4.757e-08    9.584e-09    1.606e-08    -5.744e-07   1.212e-08    5.260e-09    
'MP4P34Z   ' -4.499e-09   2.461e-09    -8.480e-09   -3.251e-09   4.444e-09    -2.810e-07   3.605e-08    -2.426e-09   2.180e-09    -3.844e-07   -1.817e-09   -1.369e-09   
'MP4P35R   ' 6.304e-09    4.981e-08    1.918e-08    4.558e-09    1.477e-08    2.823e-07    4.361e-08    9.175e-09    1.510e-08    -7.411e-07   1.061e-08    5.078e-09    
'MP4P35Z   ' -4.585e-09   9.840e-10    -7.032e-09   -2.816e-09   4.751e-09    -3.859e-07   4.173e-08    -1.894e-09   3.309e-09    -1.411e-07   -4.076e-09   -1.022e-09   
'MP4P36R   ' 6.429e-09    5.421e-08    1.983e-08    4.554e-09    1.343e-08    2.544e-07    3.851e-08    8.830e-09    1.413e-08    -7.737e-07   9.739e-09    4.930e-09    
'MP4P36Z   ' -4.671e-09   -1.006e-09   -5.223e-09   -2.398e-09   4.876e-09    -5.334e-07   4.631e-08    -1.396e-09   4.329e-09    1.443e-07    -6.828e-09   -6.865e-10   
'MP4P37R   ' 7.352e-09    6.075e-08    2.072e-08    4.833e-09    1.137e-08    2.487e-07    2.446e-08    8.619e-09    1.224e-08    -7.375e-07   1.121e-08    4.830e-09    
'MP4P37Z   ' -3.696e-09   5.974e-09    2.431e-10    -1.275e-09   6.631e-09    -6.960e-07   5.352e-08    3.906e-10    7.209e-09    3.302e-07    -8.274e-09   3.824e-10    
'MP4P38R   ' 9.114e-09    8.879e-08    2.036e-08    5.034e-09    9.078e-09    -2.691e-07   3.975e-09    8.245e-09    9.402e-09    -2.568e-07   1.778e-08    4.628e-09    
'MP4P38Z   ' -2.455e-09   2.477e-08    1.002e-08    2.247e-10    7.346e-09    -1.211e-06   5.025e-08    2.464e-09    1.015e-08    8.607e-07    -1.019e-08   1.724e-09    
'MP4P39R   ' 9.472e-09    1.113e-07    2.088e-08    5.077e-09    9.486e-09    -7.985e-07   4.880e-09    8.421e-09    9.723e-09    2.110e-07    1.921e-08    4.763e-09    
'MP4P39Z   ' -3.307e-09   2.080e-08    1.106e-08    2.713e-11    5.878e-09    -9.884e-07   4.263e-08    1.950e-09    9.510e-09    7.188e-07    -1.222e-08   1.521e-09    
'MP4P40R   ' 9.762e-09    1.405e-07    2.129e-08    5.100e-09    9.814e-09    -1.011e-06   5.750e-09    8.560e-09    9.971e-09    3.721e-07    2.026e-08    4.878e-09    
'MP4P40Z   ' -4.217e-09   1.220e-08    1.208e-08    -1.876e-10   4.283e-09    -6.040e-07   3.254e-08    1.404e-09    8.754e-09    4.185e-07    -1.360e-08   1.302e-09    
'MP4P41R   ' 9.988e-09    1.786e-07    2.152e-08    5.102e-09    1.003e-08    -1.040e-06   6.357e-09    8.652e-09    1.011e-08    3.519e-07    2.100e-08    4.968e-09    
'MP4P41Z   ' -5.139e-09   -4.125e-09   1.307e-08    -4.007e-10   2.619e-09    -3.088e-07   2.044e-08    8.580e-10    7.931e-09    2.104e-07    -1.424e-08   1.086e-09    
'MP4P42R   ' 1.014e-08    2.280e-07    2.155e-08    5.083e-09    1.015e-08    -1.031e-06   6.693e-09    8.699e-09    1.015e-08    2.887e-07    2.147e-08    5.034e-09    
'MP4P42Z   ' -6.061e-09   -3.496e-08   1.390e-08    -6.138e-10   9.091e-10    -9.691e-08   7.004e-09    3.114e-10    7.057e-09    9.658e-08    -1.423e-08   8.712e-10    
'PLMP01Z   ' -7.600e-09   5.018e-07    1.529e-08    -3.272e-10   -1.153e-09   -3.756e-07   -1.128e-08   7.886e-10    8.306e-09    -1.872e-07   -9.945e-09   1.539e-09    
'PLMP02Z   ' -6.567e-09   1.020e-06    1.699e-08    4.591e-10    -2.377e-09   -1.067e-06   -2.336e-08   1.832e-09    8.369e-09    -1.170e-07   -5.649e-09   2.328e-09    
'PLMP03Z   ' -8.369e-09   1.170e-07    5.649e-09    -2.328e-09   2.377e-09    1.067e-06    2.336e-08    -1.832e-09   6.567e-09    -1.020e-06   -1.699e-08   -4.591e-10   
'PLMP04Z   ' -8.306e-09   1.872e-07    9.945e-09    -1.539e-09   1.153e-09    3.756e-07    1.128e-08    -7.886e-10   7.600e-09    -5.018e-07   -1.529e-08   3.272e-10    
'PPMP05Z   ' 3.469e-09    6.305e-10    -1.541e-06   6.315e-09    5.259e-09    -1.013e-09   -2.208e-07   -5.626e-08   5.118e-09    6.590e-09    -4.214e-08   7.764e-09    
'PPMP18Z   ' -5.118e-09   -6.590e-09   4.214e-08    -7.764e-09   -5.259e-09   1.013e-09    2.208e-07    5.626e-08    -3.469e-09   -6.305e-10   1.541e-06    -6.315e-09   
'PPMP03Z   ' 4.417e-09    3.842e-09    8.932e-08    3.191e-08    7.419e-09    4.723e-09    -9.934e-07   -5.644e-08   5.566e-09    9.768e-09    -2.307e-08   1.504e-08    
'PPMP20Z   ' -5.565e-09   -9.764e-09   2.305e-08    -1.504e-08   -7.416e-09   -4.718e-09   9.918e-07    5.644e-08    -4.415e-09   -3.839e-09   -8.709e-08   -3.188e-08   
